Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Christchurch Aero,4843,H32451,-43.493,172.537,37,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

UserName is = raazesh.sainudiin
Total number of rows output = 20904
Number of rows remaining in subscription = 1968948
Copyright NIWA 2011 Subject to NIWA's Terms and Conditions
See: http://cliflo.niwa.co.nz/pls/niwp/doc/terms.html
Comments to: cliflo@niwa.co.nz
// Raaz's Modification of the Text File
// With vi I removed time stamps ":0800" and ":0900" 
// of the daily measurements that interrupted Matlab simple dlmread
// by substitution command ":%s/:0900//g" and ":%s/:0800//g"
// Replaced missing data character '-' with 'NaN' by ":%s/-/NaN/g" in vi
// Replaced 'NaN[0-9]' by '-[0-9]' to leave minus signs alone 
// Removed the last column of "D" for "by definition i.e. grid points"
// using ':%s/,D//g'
// also moved this block from the bottom of file to here.  
// Raaz, 
// Sun 27 Mar 2011 19:26:37 NZDT

Max_min: Daily
Stationate(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
4843,19741107,16.8,24,11.5,24,11.2,24,NaN,NaN,NaN
4843,19741108,16.2,24,10.9,24,9.2,24,NaN,NaN,NaN
4843,19741109,18.2,24,11.4,24,7.6,24,NaN,NaN,NaN
4843,19741110,20.4,24,14.4,24,8.8,24,NaN,NaN,NaN
4843,19741111,23.3,24,6.8,24,1.9,24,NaN,NaN,NaN
4843,19741112,25.1,24,8.3,24,4.5,24,NaN,NaN,NaN
4843,19741113,17.5,24,6.5,24,1.8,24,NaN,NaN,NaN
4843,19741114,18.4,24,9.7,24,8.6,24,NaN,NaN,NaN
4843,19741115,19.7,24,11.6,24,11.3,24,NaN,NaN,NaN
4843,19741116,21.8,24,9.0,24,7.1,24,NaN,NaN,NaN
4843,19741117,15.3,24,7.1,24,2.3,24,NaN,NaN,NaN
4843,19741118,17.0,24,11.1,24,7.8,24,NaN,NaN,NaN
4843,19741119,17.4,24,8.2,24,4.9,24,NaN,NaN,NaN
4843,19741120,25.7,24,11.5,24,8.7,24,NaN,NaN,NaN
4843,19741121,19.4,24,9.3,24,9.3,24,NaN,NaN,NaN
4843,19741122,13.1,24,8.2,24,4.5,24,NaN,NaN,NaN
4843,19741123,14.1,24,5.0,24,2.7,24,NaN,NaN,NaN
4843,19741124,20.4,24,8.8,24,7.8,24,NaN,NaN,NaN
4843,19741125,17.6,24,12.1,24,10.3,24,NaN,NaN,NaN
4843,19741126,20.2,24,9.5,24,7.7,24,NaN,NaN,NaN
4843,19741127,17.7,24,13.1,24,12.5,24,NaN,NaN,NaN
4843,19741128,18.4,24,14.2,24,13.2,24,NaN,NaN,NaN
4843,19741129,22.5,24,11.2,24,8.7,24,NaN,NaN,NaN
4843,19741130,27.8,24,14.4,24,4.2,24,NaN,NaN,NaN
4843,19741201,23.9,24,14.6,24,13.6,24,NaN,NaN,NaN
4843,19741202,28.7,24,11.1,24,7.0,24,NaN,NaN,NaN
4843,19741203,25.4,24,11.6,24,9.8,24,NaN,NaN,NaN
4843,19741204,22.3,24,14.2,24,11.8,24,NaN,NaN,NaN
4843,19741205,20.6,24,15.3,24,14.6,24,NaN,NaN,NaN
4843,19741206,25.1,24,11.0,24,7.5,24,NaN,NaN,NaN
4843,19741207,18.9,24,9.6,24,7.3,24,NaN,NaN,NaN
4843,19741208,23.6,24,11.2,24,8.0,24,NaN,NaN,NaN
4843,19741209,21.4,24,7.2,24,5.0,24,NaN,NaN,NaN
4843,19741210,14.7,24,9.5,24,9.1,24,NaN,NaN,NaN
4843,19741211,15.5,24,9.9,24,9.0,24,NaN,NaN,NaN
4843,19741212,16.8,24,10.4,24,8.0,24,NaN,NaN,NaN
4843,19741213,18.0,24,13.8,24,13.4,24,NaN,NaN,NaN
4843,19741214,20.2,24,14.7,24,14.1,24,NaN,NaN,NaN
4843,19741215,16.8,24,11.4,24,11.1,24,NaN,NaN,NaN
4843,19741216,17.7,24,8.3,24,6.4,24,NaN,NaN,NaN
4843,19741217,17.3,24,7.2,24,4.1,24,NaN,NaN,NaN
4843,19741218,18.9,24,13.0,24,10.8,24,NaN,NaN,NaN
4843,19741219,24.5,24,12.2,24,8.4,24,NaN,NaN,NaN
4843,19741220,27.7,24,17.9,24,13.4,24,NaN,NaN,NaN
4843,19741221,27.0,24,14.6,24,14.3,24,NaN,NaN,NaN
4843,19741222,17.8,24,9.2,24,6.1,24,NaN,NaN,NaN
4843,19741223,23.9,24,13.2,24,13.2,24,NaN,NaN,NaN
4843,19741224,17.3,24,10.8,24,8.3,24,NaN,NaN,NaN
4843,19741225,18.7,24,10.1,24,7.8,24,NaN,NaN,NaN
4843,19741226,24.7,24,15.0,24,15.0,24,NaN,NaN,NaN
4843,19741227,19.4,24,14.0,24,13.9,24,NaN,NaN,NaN
4843,19741228,21.0,24,13.3,24,11.6,24,NaN,NaN,NaN
4843,19741229,20.5,24,13.6,24,11.3,24,NaN,NaN,NaN
4843,19741230,29.3,24,12.0,24,9.0,24,NaN,NaN,NaN
4843,19741231,26.7,24,16.9,24,13.8,24,NaN,NaN,NaN
4843,19750101,31.1,24,12.1,24,8.3,24,NaN,NaN,NaN
4843,19750102,21.0,24,10.9,24,7.0,24,NaN,NaN,NaN
4843,19750103,23.8,24,10.7,24,7.4,24,NaN,NaN,NaN
4843,19750104,29.3,24,13.7,24,13.1,24,NaN,NaN,NaN
4843,19750105,24.2,24,16.8,24,15.6,24,NaN,NaN,NaN
4843,19750106,24.7,24,17.2,24,16.4,24,NaN,NaN,NaN
4843,19750107,25.4,24,16.4,24,15.7,24,NaN,NaN,NaN
4843,19750108,24.3,24,18.2,24,17.7,24,NaN,NaN,NaN
4843,19750109,23.1,24,17.8,24,17.3,24,NaN,NaN,NaN
4843,19750110,23.0,24,16.4,24,15.6,24,NaN,NaN,NaN
4843,19750111,22.0,24,13.4,24,11.5,24,NaN,NaN,NaN
4843,19750112,23.0,24,15.6,24,14.0,24,NaN,NaN,NaN
4843,19750113,23.5,24,18.1,24,18.1,24,NaN,NaN,NaN
4843,19750114,25.0,24,17.3,24,15.4,24,NaN,NaN,NaN
4843,19750115,24.2,24,15.5,24,15.1,24,NaN,NaN,NaN
4843,19750116,22.6,24,15.4,24,15.4,24,NaN,NaN,NaN
4843,19750117,18.1,24,12.9,24,13.0,24,NaN,NaN,NaN
4843,19750118,16.7,24,11.3,24,10.0,24,NaN,NaN,NaN
4843,19750119,17.7,24,12.2,24,11.6,24,NaN,NaN,NaN
4843,19750120,17.2,24,13.4,24,12.4,24,NaN,NaN,NaN
4843,19750121,15.5,24,12.1,24,11.5,24,NaN,NaN,NaN
4843,19750122,18.4,24,12.7,24,10.6,24,NaN,NaN,NaN
4843,19750123,19.7,24,11.8,24,8.9,24,NaN,NaN,NaN
4843,19750124,20.9,24,13.2,24,11.4,24,NaN,NaN,NaN
4843,19750125,23.3,24,15.1,24,14.5,24,NaN,NaN,NaN
4843,19750126,23.6,24,16.5,24,16.2,24,NaN,NaN,NaN
4843,19750127,27.4,24,18.8,24,13.9,24,NaN,NaN,NaN
4843,19750128,28.3,24,14.7,24,13.0,24,NaN,NaN,NaN
4843,19750129,19.0,24,12.5,24,12.1,24,NaN,NaN,NaN
4843,19750130,16.6,24,11.8,24,11.4,24,NaN,NaN,NaN
4843,19750131,17.5,24,10.3,24,7.9,24,NaN,NaN,NaN
4843,19750201,17.8,24,7.9,24,5.6,24,NaN,NaN,NaN
4843,19750202,19.8,24,12.8,24,10.1,24,NaN,NaN,NaN
4843,19750203,23.0,24,11.8,24,7.8,24,NaN,NaN,NaN
4843,19750204,27.2,24,11.9,24,11.9,24,NaN,NaN,NaN
4843,19750205,20.7,24,13.0,24,11.4,24,NaN,NaN,NaN
4843,19750206,21.4,24,6.6,24,3.8,24,NaN,NaN,NaN
4843,19750207,28.2,24,6.9,24,5.3,24,NaN,NaN,NaN
4843,19750208,20.3,24,8.8,24,7.0,24,NaN,NaN,NaN
4843,19750209,18.2,24,9.7,24,8.1,24,NaN,NaN,NaN
4843,19750210,19.7,24,12.3,24,9.0,24,NaN,NaN,NaN
4843,19750211,30.2,24,16.3,24,14.3,24,NaN,NaN,NaN
4843,19750212,29.3,24,15.4,24,14.4,24,NaN,NaN,NaN
4843,19750213,21.6,24,15.9,24,16.1,24,NaN,NaN,NaN
4843,19750214,23.8,24,16.3,24,15.7,24,NaN,NaN,NaN
4843,19750215,19.8,24,13.4,24,12.3,24,NaN,NaN,NaN
4843,19750216,24.5,24,15.9,24,15.3,24,NaN,NaN,NaN
4843,19750217,24.0,24,11.3,24,11.2,24,NaN,NaN,NaN
4843,19750218,15.9,24,11.0,24,8.4,24,NaN,NaN,NaN
4843,19750219,19.8,24,10.3,24,7.8,24,NaN,NaN,NaN
4843,19750220,21.7,24,14.3,24,12.7,24,NaN,NaN,NaN
4843,19750221,23.7,24,12.4,24,7.8,24,NaN,NaN,NaN
4843,19750222,20.6,24,14.4,24,14.0,24,NaN,NaN,NaN
4843,19750223,16.3,24,14.5,24,14.5,24,NaN,NaN,NaN
4843,19750224,20.0,24,15.0,24,15.0,24,NaN,NaN,NaN
4843,19750225,20.9,24,11.7,24,10.6,24,NaN,NaN,NaN
4843,19750226,16.6,24,11.5,24,10.0,24,NaN,NaN,NaN
4843,19750227,18.3,24,14.8,24,14.4,24,NaN,NaN,NaN
4843,19750228,18.9,24,13.9,24,13.9,24,NaN,NaN,NaN
4843,19750301,14.6,24,7.5,24,5.9,24,NaN,NaN,NaN
4843,19750302,15.5,24,6.0,24,2.4,24,NaN,NaN,NaN
4843,19750303,18.1,24,12.5,24,11.9,24,NaN,NaN,NaN
4843,19750304,18.8,24,12.4,24,9.8,24,NaN,NaN,NaN
4843,19750305,29.3,24,16.7,24,15.7,24,NaN,NaN,NaN
4843,19750306,17.5,24,11.5,24,11.2,24,NaN,NaN,NaN
4843,19750307,15.5,24,9.3,24,7.2,24,NaN,NaN,NaN
4843,19750308,18.6,24,9.4,24,5.7,24,NaN,NaN,NaN
4843,19750309,22.8,24,11.3,24,11.2,24,NaN,NaN,NaN
4843,19750310,15.8,24,12.6,24,11.4,24,NaN,NaN,NaN
4843,19750311,17.8,24,13.0,24,12.5,24,NaN,NaN,NaN
4843,19750312,15.5,24,11.0,24,10.7,24,NaN,NaN,NaN
4843,19750313,15.9,24,11.6,24,11.5,24,NaN,NaN,NaN
4843,19750314,18.7,24,13.4,24,13.4,24,NaN,NaN,NaN
4843,19750315,26.8,24,14.6,24,12.6,24,NaN,NaN,NaN
4843,19750316,26.0,24,11.6,24,8.5,24,NaN,NaN,NaN
4843,19750317,19.4,24,11.4,24,9.7,24,NaN,NaN,NaN
4843,19750318,22.2,24,10.4,24,6.8,24,NaN,NaN,NaN
4843,19750319,21.8,24,11.9,24,10.3,24,NaN,NaN,NaN
4843,19750320,18.1,24,14.3,24,13.1,24,NaN,NaN,NaN
4843,19750321,24.8,24,14.8,24,12.3,24,NaN,NaN,NaN
4843,19750322,26.3,24,13.1,24,10.3,24,NaN,NaN,NaN
4843,19750323,26.1,24,16.0,24,15.6,24,NaN,NaN,NaN
4843,19750324,22.6,24,16.4,24,16.2,24,NaN,NaN,NaN
4843,19750325,26.0,24,13.7,24,12.6,24,NaN,NaN,NaN
4843,19750326,24.0,24,8.2,24,6.3,24,NaN,NaN,NaN
4843,19750327,20.0,24,3.9,24,1.0,24,NaN,NaN,NaN
4843,19750328,18.1,24,8.3,24,5.4,24,NaN,NaN,NaN
4843,19750329,19.0,24,8.6,24,5.2,24,NaN,NaN,NaN
4843,19750330,20.8,24,11.8,24,11.0,24,NaN,NaN,NaN
4843,19750331,22.0,24,15.6,24,14.8,24,NaN,NaN,NaN
4843,19750401,21.8,24,14.1,24,12.8,24,NaN,NaN,NaN
4843,19750402,21.6,24,13.1,24,10.0,24,NaN,NaN,NaN
4843,19750403,19.6,24,6.5,24,1.7,24,NaN,NaN,NaN
4843,19750404,21.2,24,2.5,24,-2.3,24,NaN,NaN,NaN
4843,19750405,15.7,24,7.6,24,4.8,24,NaN,NaN,NaN
4843,19750406,17.5,24,8.9,24,6.0,24,NaN,NaN,NaN
4843,19750407,23.2,24,13.0,24,12.4,24,NaN,NaN,NaN
4843,19750408,24.5,24,6.3,24,2.8,24,NaN,NaN,NaN
4843,19750409,16.7,24,5.0,24,1.8,24,NaN,NaN,NaN
4843,19750410,21.7,24,5.6,24,2.3,24,NaN,NaN,NaN
4843,19750411,20.4,24,8.8,24,5.0,24,NaN,NaN,NaN
4843,19750412,16.5,24,9.6,24,5.5,24,NaN,NaN,NaN
4843,19750413,14.0,24,1.7,24,-2.2,24,NaN,NaN,NaN
4843,19750414,19.5,24,5.3,24,3.2,24,NaN,NaN,NaN
4843,19750415,13.6,24,4.0,24,-0.4,24,NaN,NaN,NaN
4843,19750416,20.3,24,4.7,24,2.0,24,NaN,NaN,NaN
4843,19750417,16.5,24,4.9,24,0.6,24,NaN,NaN,NaN
4843,19750418,21.3,24,6.1,24,2.6,24,NaN,NaN,NaN
4843,19750419,21.1,24,5.6,24,2.3,24,NaN,NaN,NaN
4843,19750420,21.4,24,7.4,24,3.7,24,NaN,NaN,NaN
4843,19750421,17.9,24,9.3,24,8.8,24,NaN,NaN,NaN
4843,19750422,22.6,24,14.8,24,13.0,24,NaN,NaN,NaN
4843,19750423,25.3,24,16.1,24,12.6,24,NaN,NaN,NaN
4843,19750424,23.6,24,8.2,24,5.0,24,NaN,NaN,NaN
4843,19750425,16.6,24,6.8,24,3.5,24,NaN,NaN,NaN
4843,19750426,17.3,24,2.9,24,1.2,24,NaN,NaN,NaN
4843,19750427,15.4,24,2.4,24,-0.9,24,NaN,NaN,NaN
4843,19750428,20.1,24,6.4,24,3.5,24,NaN,NaN,NaN
4843,19750429,19.5,24,8.2,24,5.4,24,NaN,NaN,NaN
4843,19750430,14.8,24,10.5,24,10.5,24,NaN,NaN,NaN
4843,19750501,13.2,24,7.9,24,5.9,24,NaN,NaN,NaN
4843,19750502,14.7,24,9.8,24,8.9,24,NaN,NaN,NaN
4843,19750503,19.2,24,5.3,24,1.2,24,NaN,NaN,NaN
4843,19750504,15.6,24,5.2,24,3.4,24,NaN,NaN,NaN
4843,19750505,14.2,24,0.8,24,-2.2,24,NaN,NaN,NaN
4843,19750506,15.7,24,1.0,24,-1.7,24,NaN,NaN,NaN
4843,19750507,15.4,24,3.3,24,1.7,24,NaN,NaN,NaN
4843,19750508,11.2,24,0.2,24,-2.6,24,NaN,NaN,NaN
4843,19750509,16.7,24,0.1,24,-1.7,24,NaN,NaN,NaN
4843,19750510,16.6,24,2.9,24,1.1,24,NaN,NaN,NaN
4843,19750511,20.3,24,6.9,24,4.6,24,NaN,NaN,NaN
4843,19750512,15.7,24,2.8,24,0.8,24,NaN,NaN,NaN
4843,19750513,13.8,24,-0.3,24,-2.8,24,NaN,NaN,NaN
4843,19750514,14.9,24,1.4,24,0.1,24,NaN,NaN,NaN
4843,19750515,20.7,24,9.5,24,7.2,24,NaN,NaN,NaN
4843,19750516,21.3,24,5.4,24,1.5,24,NaN,NaN,NaN
4843,19750517,18.3,24,7.3,24,5.0,24,NaN,NaN,NaN
4843,19750518,21.0,24,12.4,24,6.4,24,NaN,NaN,NaN
4843,19750519,18.0,24,8.9,24,6.0,24,NaN,NaN,NaN
4843,19750520,13.6,24,8.3,24,6.8,24,NaN,NaN,NaN
4843,19750521,20.3,24,5.5,24,2.2,24,NaN,NaN,NaN
4843,19750522,19.0,24,7.4,24,5.5,24,NaN,NaN,NaN
4843,19750523,11.7,24,0.7,24,-1.6,24,NaN,NaN,NaN
4843,19750524,16.9,24,2.6,24,0.9,24,NaN,NaN,NaN
4843,19750525,13.2,24,-1.1,24,-4.3,24,NaN,NaN,NaN
4843,19750526,11.2,24,0.0,24,-0.4,24,NaN,NaN,NaN
4843,19750527,8.7,24,5.2,24,4.8,24,NaN,NaN,NaN
4843,19750528,7.2,24,4.8,24,4.1,24,NaN,NaN,NaN
4843,19750529,10.2,24,-0.5,24,-3.9,24,NaN,NaN,NaN
4843,19750530,12.9,24,-0.7,24,-3.9,24,NaN,NaN,NaN
4843,19750531,12.3,24,1.0,24,-1.5,24,NaN,NaN,NaN
4843,19750601,9.8,24,4.7,24,2.3,24,NaN,NaN,NaN
4843,19750602,11.5,24,-0.6,24,-2.2,24,NaN,NaN,NaN
4843,19750603,11.1,24,2.6,24,0.5,24,NaN,NaN,NaN
4843,19750604,10.7,24,2.3,24,-0.5,24,NaN,NaN,NaN
4843,19750605,13.1,24,2.4,24,-1.2,24,NaN,NaN,NaN
4843,19750606,17.4,24,5.2,24,3.0,24,NaN,NaN,NaN
4843,19750607,16.5,24,5.3,24,3.4,24,NaN,NaN,NaN
4843,19750608,13.3,24,-0.6,24,-3.2,24,NaN,NaN,NaN
4843,19750609,10.6,24,-1.9,24,-4.6,24,NaN,NaN,NaN
4843,19750610,13.6,24,1.3,24,0.0,24,NaN,NaN,NaN
4843,19750611,10.1,24,-1.1,24,-3.8,24,NaN,NaN,NaN
4843,19750612,10.4,24,0.1,24,-4.2,24,NaN,NaN,NaN
4843,19750613,14.1,24,1.5,24,-1.7,24,NaN,NaN,NaN
4843,19750614,9.4,24,3.0,24,2.6,24,NaN,NaN,NaN
4843,19750615,7.6,24,2.7,24,2.5,24,NaN,NaN,NaN
4843,19750616,7.2,24,3.6,24,3.6,24,NaN,NaN,NaN
4843,19750617,8.4,24,-1.7,24,-3.8,24,NaN,NaN,NaN
4843,19750618,8.3,24,-4.2,24,-6.4,24,NaN,NaN,NaN
4843,19750619,12.3,24,-2.7,24,-5.2,24,NaN,NaN,NaN
4843,19750620,16.3,24,-3.6,24,-5.2,24,NaN,NaN,NaN
4843,19750621,14.7,24,-2.2,24,-1.8,24,NaN,NaN,NaN
4843,19750622,8.4,24,-1.3,24,-4.5,24,NaN,NaN,NaN
4843,19750623,10.4,24,1.3,24,-1.1,24,NaN,NaN,NaN
4843,19750624,8.1,24,-6.3,24,-9.7,24,NaN,NaN,NaN
4843,19750625,9.3,24,-3.7,24,-6.5,24,NaN,NaN,NaN
4843,19750626,8.5,24,-5.5,24,-8.7,24,NaN,NaN,NaN
4843,19750627,9.0,24,-2.5,24,-4.0,24,NaN,NaN,NaN
4843,19750628,8.6,24,-4.3,24,-7.7,24,NaN,NaN,NaN
4843,19750629,6.6,24,-5.9,24,-8.1,24,NaN,NaN,NaN
4843,19750630,8.2,24,-7.2,24,-9.7,24,NaN,NaN,NaN
4843,19750701,7.5,24,-6.5,24,-8.6,24,NaN,NaN,NaN
4843,19750702,12.4,24,0.2,24,-1.6,24,NaN,NaN,NaN
4843,19750703,6.0,24,-3.9,24,-6.8,24,NaN,NaN,NaN
4843,19750704,5.6,24,1.1,24,0.5,24,NaN,NaN,NaN
4843,19750705,6.6,24,-2.6,24,-4.5,24,NaN,NaN,NaN
4843,19750706,8.4,24,-1.1,24,-4.6,24,NaN,NaN,NaN
4843,19750707,8.9,24,-3.2,24,-6.3,24,NaN,NaN,NaN
4843,19750708,12.4,24,-0.6,24,-4.1,24,NaN,NaN,NaN
4843,19750709,10.9,24,-2.2,24,-5.8,24,NaN,NaN,NaN
4843,19750710,8.5,24,-2.0,24,-3.8,24,NaN,NaN,NaN
4843,19750711,6.2,24,0.2,24,-1.8,24,NaN,NaN,NaN
4843,19750712,10.2,24,-3.1,24,-5.4,24,NaN,NaN,NaN
4843,19750713,11.7,24,-4.3,24,-7.0,24,NaN,NaN,NaN
4843,19750714,10.7,24,-1.9,24,-1.6,24,NaN,NaN,NaN
4843,19750715,16.6,24,6.3,24,1.1,24,NaN,NaN,NaN
4843,19750716,15.0,24,4.4,24,-0.2,24,NaN,NaN,NaN
4843,19750717,13.0,24,-0.6,24,-2.5,24,NaN,NaN,NaN
4843,19750718,8.0,24,2.2,24,0.3,24,NaN,NaN,NaN
4843,19750719,11.3,24,-3.0,24,-5.6,24,NaN,NaN,NaN
4843,19750720,12.9,24,-0.6,24,-3.4,24,NaN,NaN,NaN
4843,19750721,10.2,24,0.6,24,-1.2,24,NaN,NaN,NaN
4843,19750722,7.1,24,0.8,24,-1.2,24,NaN,NaN,NaN
4843,19750723,5.9,24,0.6,24,0.0,24,NaN,NaN,NaN
4843,19750724,6.7,24,-5.8,24,-9.0,24,NaN,NaN,NaN
4843,19750725,7.3,24,-5.3,24,-7.1,24,NaN,NaN,NaN
4843,19750726,14.4,24,-3.6,24,-3.8,24,NaN,NaN,NaN
4843,19750727,19.5,24,0.9,24,-1.5,24,NaN,NaN,NaN
4843,19750728,19.7,24,-1.6,24,-5.5,24,NaN,NaN,NaN
4843,19750729,15.2,24,1.0,24,-2.5,24,NaN,NaN,NaN
4843,19750730,19.0,24,5.4,24,4.3,24,NaN,NaN,NaN
4843,19750731,10.8,24,3.5,24,-0.5,24,NaN,NaN,NaN
4843,19750801,19.6,24,5.4,24,2.8,24,NaN,NaN,NaN
4843,19750802,15.3,24,-0.6,24,-2.7,24,NaN,NaN,NaN
4843,19750803,9.8,24,-1.4,24,-4.4,24,NaN,NaN,NaN
4843,19750804,9.4,24,1.7,24,0.6,24,NaN,NaN,NaN
4843,19750805,13.9,24,4.6,24,0.1,24,NaN,NaN,NaN
4843,19750806,18.1,24,7.1,24,5.4,24,NaN,NaN,NaN
4843,19750807,19.0,24,5.8,24,3.4,24,NaN,NaN,NaN
4843,19750808,8.9,24,-0.7,24,-5.6,24,NaN,NaN,NaN
4843,19750809,8.4,24,2.2,24,-0.3,24,NaN,NaN,NaN
4843,19750810,14.3,24,-0.8,24,-3.7,24,NaN,NaN,NaN
4843,19750811,16.6,24,-0.5,24,-3.7,24,NaN,NaN,NaN
4843,19750812,17.2,24,-0.5,24,-3.2,24,NaN,NaN,NaN
4843,19750813,16.2,24,4.8,24,0.5,24,NaN,NaN,NaN
4843,19750814,15.3,24,8.4,24,6.7,24,NaN,NaN,NaN
4843,19750815,13.0,24,7.3,24,7.2,24,NaN,NaN,NaN
4843,19750816,9.5,24,3.5,24,0.0,24,NaN,NaN,NaN
4843,19750817,10.9,24,1.9,24,-0.4,24,NaN,NaN,NaN
4843,19750818,14.9,24,3.4,24,2.5,24,NaN,NaN,NaN
4843,19750819,11.0,24,7.3,24,6.8,24,NaN,NaN,NaN
4843,19750820,10.0,24,5.8,24,5.5,24,NaN,NaN,NaN
4843,19750821,5.9,24,2.6,24,2.4,24,NaN,NaN,NaN
4843,19750822,8.0,24,1.6,24,0.5,24,NaN,NaN,NaN
4843,19750823,6.2,24,0.6,24,-1.2,24,NaN,NaN,NaN
4843,19750824,8.7,24,0.1,24,-3.1,24,NaN,NaN,NaN
4843,19750825,7.1,24,5.0,24,5.0,24,NaN,NaN,NaN
4843,19750826,13.6,24,-0.3,24,-2.8,24,NaN,NaN,NaN
4843,19750827,15.0,24,0.6,24,-4.5,24,NaN,NaN,NaN
4843,19750828,12.0,24,3.9,24,2.8,24,NaN,NaN,NaN
4843,19750829,7.6,24,5.2,24,4.7,24,NaN,NaN,NaN
4843,19750830,10.4,24,-0.1,24,-2.3,24,NaN,NaN,NaN
4843,19750831,17.3,24,-1.6,24,-5.0,24,NaN,NaN,NaN
4843,19750901,13.1,24,3.4,24,1.2,24,NaN,NaN,NaN
4843,19750902,15.5,24,-0.6,24,-3.6,24,NaN,NaN,NaN
4843,19750903,12.0,24,5.2,24,4.5,24,NaN,NaN,NaN
4843,19750904,12.2,24,6.9,24,6.9,24,NaN,NaN,NaN
4843,19750905,11.5,24,6.9,24,6.1,24,NaN,NaN,NaN
4843,19750906,10.9,24,1.4,24,-0.6,24,NaN,NaN,NaN
4843,19750907,11.3,24,-0.4,24,-2.8,24,NaN,NaN,NaN
4843,19750908,12.7,24,-1.2,24,-4.0,24,NaN,NaN,NaN
4843,19750909,18.6,24,-0.5,24,-3.9,24,NaN,NaN,NaN
4843,19750910,17.6,24,8.2,24,2.0,24,NaN,NaN,NaN
4843,19750911,19.7,24,6.7,24,2.9,24,NaN,NaN,NaN
4843,19750912,19.7,24,4.5,24,3.1,24,NaN,NaN,NaN
4843,19750913,11.0,24,-1.2,24,-4.8,24,NaN,NaN,NaN
4843,19750914,16.4,24,4.6,24,2.5,24,NaN,NaN,NaN
4843,19750915,19.3,24,4.5,24,3.0,24,NaN,NaN,NaN
4843,19750916,20.5,24,5.5,24,5.5,24,NaN,NaN,NaN
4843,19750917,11.7,24,3.6,24,-1.6,24,NaN,NaN,NaN
4843,19750918,15.7,24,13.9,24,9.1,24,NaN,NaN,NaN
4843,19750919,18.9,24,8.3,24,8.3,24,NaN,NaN,NaN
4843,19750920,21.2,24,10.4,24,7.4,24,NaN,NaN,NaN
4843,19750921,20.9,24,5.8,24,1.8,24,NaN,NaN,NaN
4843,19750922,12.3,24,4.7,24,3.9,24,NaN,NaN,NaN
4843,19750923,9.5,24,3.3,24,0.0,24,NaN,NaN,NaN
4843,19750924,13.4,24,5.7,24,2.5,24,NaN,NaN,NaN
4843,19750925,17.3,24,0.6,24,-0.4,24,NaN,NaN,NaN
4843,19750926,10.9,24,3.2,24,1.0,24,NaN,NaN,NaN
4843,19750927,10.9,24,-2.2,24,-6.3,24,NaN,NaN,NaN
4843,19750928,13.7,24,-0.4,24,-4.4,24,NaN,NaN,NaN
4843,19750929,15.8,24,4.7,24,0.6,24,NaN,NaN,NaN
4843,19750930,13.8,24,7.1,24,4.3,24,NaN,NaN,NaN
4843,19751001,15.8,24,5.0,24,-1.2,24,NaN,NaN,NaN
4843,19751002,16.2,24,8.5,24,7.9,24,NaN,NaN,NaN
4843,19751003,12.2,24,8.8,24,8.0,24,NaN,NaN,NaN
4843,19751004,11.8,24,9.0,24,8.5,24,NaN,NaN,NaN
4843,19751005,9.6,24,-0.1,24,-4.0,24,NaN,NaN,NaN
4843,19751006,12.5,24,3.1,24,-1.5,24,NaN,NaN,NaN
4843,19751007,14.2,24,8.7,24,6.0,24,NaN,NaN,NaN
4843,19751008,15.8,24,2.1,24,-3.0,24,NaN,NaN,NaN
4843,19751009,22.0,24,8.3,24,6.1,24,NaN,NaN,NaN
4843,19751010,13.0,24,2.9,24,-1.6,24,NaN,NaN,NaN
4843,19751011,13.4,24,3.8,24,0.6,24,NaN,NaN,NaN
4843,19751012,12.9,24,8.3,24,6.6,24,NaN,NaN,NaN
4843,19751013,16.3,24,10.1,24,7.9,24,NaN,NaN,NaN
4843,19751014,23.6,24,11.6,24,8.1,24,NaN,NaN,NaN
4843,19751015,22.3,24,10.4,24,5.9,24,NaN,NaN,NaN
4843,19751016,22.6,24,5.7,24,-3.0,24,NaN,NaN,NaN
4843,19751017,23.8,24,8.7,24,1.6,24,NaN,NaN,NaN
4843,19751018,20.5,24,1.9,24,-1.5,24,NaN,NaN,NaN
4843,19751019,16.9,24,5.4,24,5.0,24,NaN,NaN,NaN
4843,19751020,8.8,24,2.1,24,0.3,24,NaN,NaN,NaN
4843,19751021,13.9,24,1.2,24,-3.3,24,NaN,NaN,NaN
4843,19751022,16.9,24,10.5,24,7.3,24,NaN,NaN,NaN
4843,19751023,24.9,24,7.3,24,2.1,24,NaN,NaN,NaN
4843,19751024,14.8,24,5.3,24,2.1,24,NaN,NaN,NaN
4843,19751025,18.0,24,5.6,24,-2.2,24,NaN,NaN,NaN
4843,19751026,20.2,24,11.0,24,7.4,24,NaN,NaN,NaN
4843,19751027,23.6,24,7.0,24,7.0,24,NaN,NaN,NaN
4843,19751028,9.2,24,3.1,24,0.6,24,NaN,NaN,NaN
